,title,date,abstract,word_count,abstract_clean
217,Creating climate change adaptation plans for rural coastal communities using Deliberation with Analysis as public participation for social learning,2018-01-01,"Public participation can foster social learning, creating environments where diverse groups can come together to dialogue about multifaceted societal and environmental issues and values. The case study uses Deliberation with Analysis, a process to integrate local residents' knowledge and values with local climate data, to create climate adaptation plans with two rural coastal Michigan communities. Iteration of the deliberative dialogue process is critical for allowing enough time for meaningful change and constructive communication to occur. Understanding where the community is starting from is important when tensions are high or deeply held values are challenged. Older techniques may need to be used to prepare the community for full participation in a deliberative process. Case highlights include the importance of community identity; potential negative impacts of climate change proposals on land-use rights; and the importance of multiple public engagement opportunities, or iterative learning loops, in climate-change plan development.",146,participation foster social learning creating environment diverse group come together dialogue multifaceted societal environmental issue value us deliberation analysis process integrate local resident knowledge value local data create plan rural coastal michigan community iteration deliberative dialogue process critical allowing enough time meaningful constructive communication occur understanding community starting important tension high deeply held value challenged older technique may need used prepare community full participation deliberative process highlight include importance community identity potential negative impact proposal land use right importance multiple opportunity iterative learning loop plan development
218,"How communication with teachers, family and friends contributes to predicting climate change behaviour among adolescents",2018-01-01,"Engaging adolescents is critical to encouraging future climate change adaptation and mitigation behaviours. Adolescents are typically more receptive to climate change messages than adults, but educators and communicators need research-based strategies for optimizing engagement, including information about what factors are most influential in changing behaviours. To better understand how communication with teachers, friends and family, climate change knowledge and climate change concern predict climate change behaviour, we administered a survey to a random sample of middle school students in North Carolina, USA (n = 1371). We measured climate change behaviour with a multi-item scale asking respondents about energy conservation, alternative transportation and engagement with environmental issues. We found that climate change concern and discussing climate change with family and friends predicted climate change behaviour. We also found that students from urban, high socioeconomic status schools were more likely to engage in climate change behaviour than students in urban, low socioeconomic status schools or rural schools. These results suggest that education efforts should leverage communication with family and friends in programming designed to encourage climate change behaviour. Further, efforts to promote climate change behaviour among low socioeconomic status urban and rural adolescents may be warranted, but would benefit from further investigation into the ideological, physical and knowledge-based drivers of behaviour differences documented in this study.",214,engaging adolescent critical encouraging future mitigation behaviour adolescent typically receptive message adult educator communicator need research based strategy optimizing including information factor influential changing behaviour better understand communication teacher friend family knowledge concern predict behaviour administered survey random sample middle school student north carolina usa n measured behaviour multi item scale asking respondent energy conservation alternative transportation environmental issue found concern discussing family friend predicted behaviour found student urban high socioeconomic status school likely engage behaviour student urban low socioeconomic status school rural school result suggest education effort leverage communication family friend programming designed encourage behaviour effort promote behaviour among low socioeconomic status urban rural adolescent may warranted would benefit investigation ideological physical knowledge based driver behaviour difference documented
219,The Dilemmas of Citizen Inclusion in Urban Planning and Governance to Enable a 1.5 degrees C Climate Change Scenario,2018-01-01,"Cities around the world are facilitating ambitious and inclusive action on climate change by adopting participatory and collaborative planning approaches. However, given the major political, spatial, and scalar interdependencies involved, the extent to which these planning tools equip cities to realise 1.5 degrees C climate change scenarios is unclear. This article draws upon emerging knowledge in the fields of urban planning and urban climate governance to explore complementary insights into how cities can pursue ambitious and inclusive climate action to realise 1.5 degrees C climate change scenarios. We observe that urban planning scholarship is often under-appreciated in urban climate governance research, while conversely, promising urban planning tools and approaches can be limited by the contested realities of urban climate governance. By thematically reviewing diverse examples of urban climate action across the globe, we identify three key categories of planning dilemmas: institutional heterogeneity, scalar mismatch, and equity and justice concerns. We argue that lessons from urban planning and urban climate governance scholarship should be integrated to better understand how cities can realise 1.5 degrees C climate change scenarios in practice.",179,city around world facilitating ambitious inclusive action adopting participatory collaborative planning approach however given major political spatial scalar interdependency involved extent planning tool equip city realise degree c scenario unclear draw upon emerging knowledge field urban planning urban governance explore complementary insight city pursue ambitious inclusive action realise degree c scenario observe urban planning scholarship often appreciated urban governance research conversely promising urban planning tool approach contested reality urban governance thematically reviewing diverse example urban action across globe identify three key category planning dilemma institutional heterogeneity scalar mismatch equity justice concern argue lesson urban planning urban governance scholarship integrated better understand city realise degree c scenario practice
220,"Divergent responses to sustainability and climate change planning: The role of politics, cultural frames and public participation",2018-01-01,"Cities are often touted as climate change leaders in the USA and all cities across the country are affected by climate change, but little is known about climate action in politically conservative cities. Using document analysis and interviews, an in-depth case study of two cities in the conservative Dallas-Fort Worth region of Texas examines how public participation and cultural framing contribute to sustainability and climate change planning. One city successfully adopted sustainability plans, while the other city was unable to do so. Comparison of the two cases reveals that carefully designed public participation processes and locally relevant cultural frames can help cities educate residents, build support and expand discussion of sustainability. However, economic development, competition and political controversy prevent cities from addressing climate change explicitly or in meaningful ways, raising concerns about the capacity of cities to act as climate change leaders.",142,city often touted leader usa city across country affected little known action politically conservative city document analysis interview depth city conservative dallas fort worth region texas examines participation cultural framing contribute sustainability planning city successfully adopted sustainability plan city unable comparison case reveals carefully designed participation process locally relevant cultural frame help city educate resident build support expand discussion sustainability however economic development competition political controversy prevent city addressing explicitly meaningful way raising concern capacity city act leader
221,Resilient futures of a small island: A participatory approach in Tenerife (Canary Islands) to address climate change,2018-01-01,"Adaptation to climate change has been considered to be crucial to current societies, especially for small islands. In this paper the case of Tenerife (in the Canary Islands) is analysed. Tenerife is a small island located northwest of the African continent, in the Atlantic Ocean. Tenerife presents a high vulnerability to heatwaves and Saharan dust events as a consequence of its closeness to the Saharan desert. In fact, increasing frequency of heatwaves and Saharan dust events has been reported and could worsen in the future due to global warming. An exploration of adaptation strategies to an increase of the frequency and intensity of these phenomena is therefore needed. Different social actors have been engaged in a participatory process aiming at exploring pathways for adaptation to extreme weather events. Resilience was argued as the relevant framing to address those hazards. Four focus group sessions were carried out in order to explore key transformative elements necessary to make resilient futures for Tenerife. The results highlight the need for broader climate-based policies across all sectors to assure that the island becomes resilient to climatic and non-climatic shocks.",184,considered crucial current society especially small island tenerife canary island analysed tenerife small island located northwest african continent atlantic ocean tenerife present high vulnerability heatwaves saharan dust event consequence closeness saharan desert fact increasing frequency heatwaves saharan dust event reported could worsen future due global warming exploration strategy increase frequency intensity phenomenon therefore needed different social actor engaged participatory process aiming exploring pathway extreme weather event resilience argued relevant framing address hazard four focus group session carried order explore key transformative element necessary make resilient future tenerife result highlight need broader based policy across sector assure island becomes resilient climatic non climatic shock
222,Planning support tools and their effects in participatory urban adaptation workshops,2018-01-01,"In the face of a changing climate, many cities are engaged in adaptation planning and are using participatory workshops to involve stakeholders in these initiatives. Different tools are being used to structure the process and content of participatory planning workshops, but it is unclear what effect the tools have on the workshops and their results. We evaluated three different tools (Group Model Building, the Adaptation Support Tool, and the Stress Test Guideline) and a tool-free approach in repeated simulated workshops, to observe and compare (1) the way workshops played out, and (2) the direct outcomes that were achieved. Tools appear to influence both aspects. Specifically, we measured differences in the learning effects in groups, in the development of shared understanding within groups, in the types of plans that are developed by groups, and in the nature of participation during the workshops. Further research is needed to translate these results into practice, but this is a first step in advancing knowledge about the influence of tools in participatory planning activities. (C) 2017 Elsevier Ltd. All rights reserved.",176,face changing many city engaged planning participatory workshop involve stakeholder initiative different tool used structure process content participatory planning workshop unclear effect tool workshop result evaluated three different tool group model building support tool stress test guideline tool free approach repeated simulated workshop observe compare way workshop played direct outcome achieved tool appear influence aspect specifically measured difference learning effect group development shared understanding within group type plan developed group nature participation workshop research needed translate result practice first step advancing knowledge influence tool participatory planning activity c right
223,The relative importance of subjective and structural factors for individual adaptation to climate change by forest owners in Sweden,2018-01-01,"A growing body of literature argues that subjective factors can more accurately explain individual adaptation to climate change than objective measurers of adaptive capacity. Recent studies have shown that personal belief in climate change and affect are much better in explaining climate awareness and action than income, education or gender. This study focuses on the process of individual adaptation to climate change. It assesses and compares the influence of cognitive, experiential and structural factors on individuals' views and intentions regarding climate change adaptation. Data from this study comes from a survey with 836 forest owners in Sweden. Ordinal and binary logistic regression was used to test hypotheses about the different factors. Results show that cognitive factors-namely personal level of trust in climate science, belief in the salience of climate change and risk assessment-are the only statistically significant factors that can directly explain individuals' intention to adapt to climate change and their sense of urgency. Findings also suggest that structural or socio-demographic factors do not have a statistically significant influence on adaptation decision-making among Swedish forest owners. The study also offers valuable insights for communication interventions to promote adaptation. Findings strongly suggest that communication interventions should focus more strongly on building trust and addressing stakeholders' individual needs and experiences.",208,growing body literature argues subjective factor accurately explain individual objective measurer adaptive capacity recent study personal belief affect much better explaining awareness action income education gender focus process individual ass compare influence cognitive experiential structural factor individual view intention regarding data come survey forest owner sweden ordinal binary logistic regression used test hypothesis different factor result cognitive factor namely personal level trust science belief salience risk assessment statistically significant factor directly explain individual intention adapt sense urgency finding suggest structural socio demographic factor statistically significant influence decision making among swedish forest owner offer valuable insight communication intervention promote finding strongly suggest communication intervention focus strongly building trust addressing stakeholder individual need experience
224,Social justice in the context of adaptation to climate change-reflecting on different policy approaches to distribute and allocate flood risk management,2018-01-01,,1,
225,Characterizing uncertain sea-level rise projections to support investment decisions,2018-01-01,"Many institutions worldwide are considering how to include uncertainty about future changes in sea-levels and storm surges into their investment decisions regarding large capital infrastructures. Here we examine how to characterize deeply uncertain climate change projections to support such decisions using Robust Decision Making analysis. We address questions regarding how to confront the potential for future changes in low probability but large impact flooding events due to changes in sea-levels and storm surges. Such extreme events can affect investments in infrastructure but have proved difficult to consider in such decisions because of the deep uncertainty surrounding them. This study utilizes Robust Decision Making methods to address two questions applied to investment decisions at the Port of Los Angeles: (1) Under what future conditions would a Port of Los Angeles decision to harden its facilities against extreme flood scenarios at the next upgrade pass a cost-benefit test, and (2) Do sea-level rise projections and other information suggest such conditions are sufficiently likely to justify such an investment? We also compare and contrast the Robust Decision Making methods with a full probabilistic analysis. These two analysis frameworks result in similar investment recommendations for different idealized future sea-level projections, but provide different information to decision makers and envision different types of engagement with stakeholders. In particular, the full probabilistic analysis begins by aggregating the best scientific information into a single set of joint probability distributions, while the Robust Decision Making analysis identifies scenarios where a decision to invest in near-term response to extreme sea-level rise passes a cost-benefit test, and then assembles scientific information of differing levels of confidence to help decision makers judge whether or not these scenarios are sufficiently likely to justify making such investments. Results highlight the highly-localized and context dependent nature of applying Robust Decision Making methods to inform investment decisions.",302,many institution worldwide considering include uncertainty future change sea level storm surge investment decision regarding capital infrastructure examine characterize deeply uncertain projection support decision robust decision making analysis address question regarding confront potential future change low probability impact flooding event due change sea level storm surge extreme event affect investment infrastructure proved difficult consider decision deep uncertainty surrounding utilizes robust decision making method address question applied investment decision port los angeles future condition would port los angeles decision harden facility extreme flood scenario next upgrade pas cost benefit test sea level rise projection information suggest condition sufficiently likely justify investment compare contrast robust decision making method full probabilistic analysis analysis framework similar investment recommendation different idealized future sea level projection provide different information decision maker envision different type stakeholder particular full probabilistic analysis begin aggregating best scientific information single set joint probability distribution robust decision making analysis identifies scenario decision invest near term response extreme sea level rise pass cost benefit test assembles scientific information differing level confidence help decision maker judge whether scenario sufficiently likely justify making investment result highlight highly localized context dependent nature applying robust decision making method inform investment decision
226,The Lancet Countdown on health and climate change: from 25 years of inaction to a global transformation for public health,2018-01-01,"The Lancet Countdown tracks progress on health and climate change and provides an independent assessment of the health effects of climate change, the implementation of the Paris Agreement, 1 and the health implications of these actions. It follows on from the work of the 2015 Lancet Commission on Health and Climate Change, 2 which concluded that anthropogenic climate change threatens to undermine the past 50 years of gains in public health, and conversely, that a comprehensive response to climate change could be ""the greatest global health opportunity of the 21st century"". The Lancet Countdown is a collaboration between 24 academic institutions and intergovernmental organisations based in every continent and with representation from a wide range of disciplines. The collaboration includes climate scientists, ecologists, economists, engineers, experts in energy, food, and transport systems, geographers, mathematicians, social and political scientists, public health professionals, and doctors. It reports annual indicators across five sections: climate change impacts, exposures, and vulnerability; adaptation planning and resilience for health; mitigation actions and health co-benefits; economics and finance; and public and political engagement. The key messages from the 40 indicators in the Lancet Countdown's 2017 report are summarised below.",191,lancet countdown track progress health provides independent assessment health effect implementation paris agreement health implication action follows work lancet commission health concluded anthropogenic threatens undermine past year gain health conversely comprehensive response could greatest global health opportunity st century lancet countdown collaboration academic institution intergovernmental organisation based every continent representation wide range discipline collaboration includes scientist ecologist economist engineer expert energy food transport system geographer mathematician social political scientist health professional doctor report annual indicator across five section impact exposure vulnerability planning resilience health mitigation action health co benefit economics finance political key message indicator lancet countdown report summarised
227,Collaborative Governance for Climate Change Adaptation: Mapping citizen-municipality interactions,2018-01-01,"Increasing climate change impacts are a major threat to sustainable urban development, and challenge current governance structures, including actors' responsibilities for dealing with climate variability and extremes. The need for distributed risk governance and citizen engagement is increasingly recognised; however, few empirical studies systematically assess interactions between citizens and municipalities in climate risk management and adaptation. Here, we develop an explorative framework, applied to three Swedish municipalities, to map existing adaptation interactions' and analyse how responsibilities for climate adaptation manifest and are (re)negotiated. The results show that adaptation planners rarely consider collaborations with citizens, despite positive adaptation outcomes from related local processes. Structures and mechanisms for systematic monitoring and learning are also lacking. We argue that fostering collaborations with citizens - to support long-term adaptation and reduce the adaptation burden of those most at risk - requires consideration of four strategic issues: proactive engagement; equity and responsibilisation'; nature-based approaches; and systematic adaptation mainstreaming. Finally, we discuss how our analytical framework can contribute to further theorising municipalities' engagement with citizens on climate risk. (c) 2017 The Authors. Environmental Policy and Governance published by ERP Environment and John Wiley & Sons Ltd",190,increasing impact major threat sustainable urban development challenge current governance structure including actor responsibility dealing variability extreme need distributed risk governance increasingly recognised however empirical study systematically ass interaction citizen municipality risk management develop explorative framework applied three swedish municipality map existing interaction analyse responsibility manifest negotiated result planner rarely consider collaboration citizen despite positive outcome related local process structure mechanism systematic monitoring learning lacking argue fostering collaboration citizen support long term reduce burden risk requires consideration four strategic issue proactive equity responsibilisation nature based approach systematic mainstreaming finally discus analytical framework contribute theorising municipality citizen risk c author environmental policy governance published erp environment
228,Climate change impacts on natural resources and communities: A geospatial approach for management,2018-01-01,"Climate change causes environmental depletion, with threats to the global economy. The health and productivity of ecosystems underpin agriculture, with stable ecosystems being the foundation for economic livelihoods and food security. This study proposes adaptation measures, using geospatial technology, for conserving natural resources and improving livelihoods of the local community from climate change scenarios. Planning, policy decisions and resultant programmes are required for natural resource management, which must be based on broad citizen participation and the engagement of rural communities. The suggested adaptation measures will help the planning system to regulate development of natural resources and the socio-economic environment. The major natural resources in the environment are land and water, both of which can be severely degraded by human interventions, as well as climate change. Various thematic maps are prepared with the use of geospatial technology, in order to be helpful for site-suitability analysis directed to the preparation of land and water management action plans for socio-economic development. The study area is a micro-watershed of the catchment of Ansupa Lake in the Cuttack District of Odisha, India. To reduce climate change impacts on natural resources and economic livelihoods, some adaptation measures have been proposed (e.g., 68.9ha for afforestation.; 13.94ha for gap plantations and agro-horticulture; 389.62ha for farm ponds and renovation of existing ponds for pisciculture and duckery activities, etc.; 11.33ha for land management, along with five bore wells, eight dug wells, 51 LBS/check dams, and four WHSs, etc., for water management for sustainable use).",244,cause environmental depletion threat global economy health productivity ecosystem underpin agriculture stable ecosystem foundation economic livelihood food security proposes measure geospatial technology conserving natural resource improving livelihood local community scenario planning policy decision resultant programme required natural resource management must based broad participation rural community suggested measure help planning system regulate development natural resource socio economic environment major natural resource environment land water severely degraded human intervention well various thematic map prepared use geospatial technology order helpful site suitability analysis directed preparation land water management action plan socio economic development area micro watershed catchment ansupa lake cuttack district odisha india reduce impact natural resource economic livelihood measure proposed e g ha afforestation ha gap plantation agro horticulture ha farm pond renovation existing pond pisciculture duckery activity etc ha land management along five bore well eight dug well lb check dam four whss etc water management sustainable use
229,"National guidance for adapting to coastal hazards and sea-level rise: Anticipating change, when and how to change pathway",2018-01-01,"Sea-level rise challenges public policy-making because existing planning frameworks and methods are designed to promote certainty using static and time-bound planning and legal instruments. Sea-level rise is a dynamic and uncertain process, which is deeply uncertain towards the latter part of this century and beyond. Communities require decision making approaches that can enable adjustments to policies ahead of damage, without entrenching current exposure to hazards or incurring larger than necessary adjustment costs in the future. We first discuss the nature of the sea-level problem, the policy context that creates decision-making challenges and how they have been typically addressed through policy and practice. Secondly, we show how an assessment and planning approach, designed to address uncertainty and change (the Dynamic Adaptive Policy Pathways (DAPP) planning approach), has been integrated into national guidance for coastal hazard and climate change decision making in New Zealand. The Guidance integrates hazard and sea-level rise assessments with uncertainty type and with the scale and scope of activity. It is underpinned with values-based community engagement, and uses signals and decision triggers for monitoring and adjusting pathways to meet objectives over time. The applicability of the approach in the Guidance for other policy problems involving uncertainty, is also discussed.",201,sea level rise challenge policy making existing planning framework method designed promote certainty static time bound planning legal instrument sea level rise dynamic uncertain process deeply uncertain towards latter part century beyond community require decision making approach enable adjustment policy ahead damage without entrenching current exposure hazard incurring larger necessary adjustment cost future first discus nature sea level problem policy context creates decision making challenge typically addressed policy practice secondly assessment planning approach designed address uncertainty dynamic adaptive policy pathway dapp planning approach integrated national guidance coastal hazard decision making zealand guidance integrates hazard sea level rise assessment uncertainty type scale scope activity underpinned value based community us signal decision trigger monitoring adjusting pathway meet objective time applicability approach guidance policy problem involving uncertainty discussed
230,Understanding Local Sea Level Rise Risk Perceptions and the Power of Maps to Change Them: The Effects of Distance and Doubt,2018-01-01,"Audiences that view sea level rise as a distant hazard or hold doubtful or dismissive beliefs about climate change in general may not be receptive to information about this hazard. This study explores how maps may address these challenges to sea level rise communication by making visible the impacts of sea level rise on local communities. Using an interactive map of sea level rise in Sarasota, Florida and an accompanying online survey, it considers how college students from nearby and far away from Sarasota, and with different views about climate change, vary in their risk perceptions. Results show that, consistent with spatial optimism bias, risk perceptions increased more from pre- to post map for respondents far away from Sarasota than for those nearby, while respondents who were initially doubtful or cautious about climate change showed larger increases in risk perceptions than those who were disengaged or alarmed.",147,audience view sea level rise distant hazard hold doubtful dismissive belief general may receptive information hazard explores map may address challenge sea level rise communication making visible impact sea level rise local community interactive map sea level rise sarasota florida accompanying online survey considers college student nearby far away sarasota different view vary risk perception result consistent spatial optimism bias risk perception increased pre post map respondent far away sarasota nearby respondent initially doubtful cautious showed larger increase risk perception disengaged alarmed
231,Building collaborative capacity: supporting tribal agriculture and natural resources in a changing climate,2018-01-01,"A working group was held during the 2017 National Adaptation Forum to build collaborative capacity on issues related to Tribal agriculture and natural resource management in a changing climate. We developed three synthetic themes from these discussions and dialogue to highlight on-going opportunities, but also demonstrate areas for continued engagement with Tribes related to effective agricultural and natural resource management. We hope this forum demonstrates the critical importance of partnerships, and motivates further coordination and collaboration among Tribes, universities and Federal agencies.",82,working group held national forum build collaborative capacity issue related tribal agriculture natural resource management changing developed three synthetic theme discussion dialogue highlight going opportunity demonstrate area continued tribe related effective agricultural natural resource management hope forum demonstrates critical importance partnership motivates coordination collaboration among tribe university federal agency
232,Adaptive and interactive climate futures: systematic review of 'serious games' for engagement and decision-making,2018-01-01,"Climate change is already having adverse impacts on ecosystems, communities and economic activities through higher temperatures, prolonged droughts, and more frequent extremes. However, a gap remains between public understanding, scientific knowledge about climate change, and changes in behaviour to effect adaptation. 'Serious games'-games used for purposes other than entertainment-are one way to reduce this adaptation deficit by enhancing opportunities for social learning and enabling positive action. Games can provide communities with the opportunity to interactively explore different climate futures, build capability and capacity for dealing with complex challenges, and socialise adaptation priorities with diverse publics. Using systematic review methods, this paper identifies, reviews, synthesises and assesses the literature on serious games for climate change adaptation. To determine where and how impact is achieved, we draw on an evaluation framework grounded in social learning, to assess which combinations of cognitive (knowledge and thinking), normative (norms and approaches) and relational (how people connect and network building) learning are achieved. Results show that factors influencing the overall success in influencing behaviour and catalysing learning for adaptation include generating high levels of interand intra-level trust between researchers, practitioners and community participants; strong debriefing and evaluation practices; and the use of experienced and knowledgeable facilitators. These results can help inform future game design, and research methodologies to develop robust ways for engaging with stakeholders and end users, and enhance learning effects for resilient climate futures.",230,already adverse impact ecosystem community economic activity higher temperature prolonged drought frequent extreme however gap remains understanding scientific knowledge change behaviour effect serious game game used purpose entertainment way reduce deficit enhancing opportunity social learning enabling positive action game provide community opportunity interactively explore different future build capability capacity dealing complex challenge socialise priority diverse public systematic review method identifies review synthesis ass literature serious game determine impact achieved draw evaluation framework grounded social learning ass combination cognitive knowledge thinking normative norm approach relational people connect network building learning achieved result factor influencing overall success influencing behaviour catalysing learning include generating high level interand intra level trust researcher practitioner community participant strong debriefing evaluation practice use experienced knowledgeable facilitator result help inform future game design research methodology develop robust way engaging stakeholder end user enhance learning effect resilient future
233,Business attitudes towards funding ecosystem services provided by urban forests,2018-01-01,"Urban trees and woodlands provide a wide range of ecosystem services (ES) to society, for example, flood risk reduction, air purification, and moderation of urban heat islands. Despite this, local government budgets for tree planting and maintenance have declined in many cities throughout the world. Thus far, the academic literature has largely ignored whether businesses are willing to help fund urban forests and the ES they provide. Business financing via payments for ecosystem services (PES) within the urban realm is also under-researched and lacking in practice. This study aims to address these research gaps. Semi-structured interviews were carried out with 30 businesses of varying sizes and sectors, operating in Southampton, UK. Respondents thought a public-private partnership would be feasible, with a focus on voluntary payments towards enhancing air quality, reducing flood risk, and improving aesthetics. Respondents would prefer to choose from a list of location-specific, cost-effective, monitored projects to fund directly, for marketing and/or corporate social responsibility purposes. To facilitate business funding of urban forest-based ES, clear communication of the expected environmental benefits and a strong business case are required, drawing on the experience of similar initiatives. From our findings, we recommend the piloting and analysis of such PES schemes.",200,urban tree woodland provide wide range ecosystem service e society example flood risk reduction air purification moderation urban heat island despite local government budget tree planting maintenance declined many city throughout world thus far academic literature largely ignored whether business willing help fund urban forest e provide business financing via payment ecosystem service pe within urban realm researched lacking practice aim address research gap semi structured interview carried business varying size sector operating southampton uk respondent thought private partnership would feasible focus voluntary payment towards enhancing air quality reducing flood risk improving aesthetic respondent would prefer choose list location specific cost effective monitored project fund directly marketing corporate social responsibility purpose facilitate business funding urban forest based e clear communication expected environmental benefit strong business required drawing experience similar initiative finding recommend piloting analysis pe scheme
234,Attaining urban water sustainability in Hong Kong: Three suggestions,2018-01-01,"Over several decades, Hong Kong has implemented a number of technological innovations for securing its water supply. But as population growth and the effects of climate change put pressure on existing water sources, new innovations combined with social adaptations will be required. This commentary offers three suggestions for moving toward urban water sustainability in Hong Kong. The suggestions are: diversify sources of water while minimising dependence on desalination, foster public engagement with water and implement water-sensitive urban design. These suggestions are not intended to be a panacea but to augment existing measures that when combined can move toward the attainment of urban water sustainability.",104,several decade hong kong implemented number technological innovation securing water supply population growth effect put pressure existing water source innovation combined social adaptation required commentary offer three suggestion moving toward urban water sustainability hong kong suggestion diversify source water minimising dependence desalination foster water implement water sensitive urban design suggestion intended panacea augment existing measure combined move toward attainment urban water sustainability
235,"An Assessment of the Relationships between Extreme Weather Events, Vulnerability, and the Impacts on Human Wellbeing in Latin America",2018-01-01,"Climate change and variability are known to have an influence on human wellbeing in a variety of ways. In Latin America, such forces are especially conspicuous, particularly in respect of extreme climatological, hydrological, and weather events (EWEs) and climate-sensitive disasters (CSDs). Consistent with the need to study further such connections, this paper presents an analysis of some of the vulnerabilities of environmental health issues and climate-related impacts that are focusing on EWEs and CSDs in Latin American countries. The research includes an analysis of the (i) human and socio-economic development; (ii) geographical and socio-economic determinants of vulnerability and adaptability of environmental health issues (exposure, sensitivity, and adaptive capacity); (iii) occurrence of CSDs from 1988 to 2017 and their direct impacts on human wellbeing (Total death and Affected people); (iv) an online survey on the perceptions of the effects of EWEs on human wellbeing in a sample of countries in the region; and (v) discussion of possible solutions. The socio-economic and development indices, and the International Disaster Database (EM-DAT) and Climate-Risk Index (CRI) disaster statistics suggest that the impacts of CSDs are primarily related to socio-economic determinants of human wellbeing and health inequalities. Also, >80% respondents to the survey say that the leading causes of climate-related human impacts are the lack of (i) public awareness; (ii) investment and (iii) preparedness. The paper concludes by adding some suggestions that show how countries in Latin America may better cope with the impacts of Climate-sensitive Disasters.",242,variability known influence human wellbeing variety way latin america force especially conspicuous particularly respect extreme climatological hydrological weather event ewe sensitive disaster csds consistent need connection present analysis vulnerability environmental health issue related impact focusing ewe csds latin american country research includes analysis human socio economic development ii geographical socio economic determinant vulnerability adaptability environmental health issue exposure sensitivity adaptive capacity iii occurrence csds direct impact human wellbeing total death affected people online survey perception effect ewe human wellbeing sample country region v discussion possible solution socio economic development index international disaster database em dat risk index cri disaster statistic suggest impact csds primarily related socio economic determinant human wellbeing health inequality respondent survey say leading cause related human impact lack awareness ii investment iii preparedness concludes adding suggestion country latin america may better cope impact sensitive disaster
236,Psychosocial drivers for change: Understanding and promoting stakeholder engagement in local adaptation to climate change in three European Mediterranean case studies,2018-01-01,"Stakeholder engagement in the processes of planning local adaptation to climate change faces many challenges. The goal of this work was to explore whether or not the intention of engaging could be understood (Study 1) and promoted (Study 2), by using an extension of the theory of planned behaviour. In Study 1, stakeholders from three European Mediterranean case studies were surveyed: Baixo Vouga Lagunar (Portugal), SCOT Provence Mediterranee (France), and the island of Crete (Greece) (N = 115). Stakeholders' intention of engaging was significantly predicted by subjective norm (which was predicted by injunctive normative beliefs towards policy-makers and stakeholders) and by perceived behavioural control (which was predicted by knowledge of policy and instruments). Study 2 was conducted in the Baixo Vouga Lagunar case study and consisted of a two-workshop intervention where issues on local and regional adaptation, policies, and engagement were presented and discussed. A within-participants comparison of initial survey results with results following the workshops (N-T1 = 12, N-T2 = 15, N-T3 = 12) indicated that these were successful in increasing stakeholders' intention of engaging. This increase was paired with a) an increase in injunctive normative beliefs towards policy-makers and consequently in subjective norm, and to b) a decrease in perceived complexity of planning local adaptation and an increase in knowledge regarding adaptation to climate change.",217,stakeholder process planning local face many challenge goal work explore whether intention engaging could understood promoted extension theory planned behaviour stakeholder three european mediterranean study surveyed baixo vouga lagunar portugal scot provence mediterranee france island crete greece n stakeholder intention engaging significantly predicted subjective norm predicted injunctive normative belief towards policy maker stakeholder perceived behavioural control predicted knowledge policy instrument conducted baixo vouga lagunar consisted workshop intervention issue local regional policy presented discussed within participant comparison initial survey result result following workshop n n n indicated successful increasing stakeholder intention engaging increase paired increase injunctive normative belief towards policy maker consequently subjective norm b decrease perceived complexity planning local increase knowledge regarding
